,label-coarse,label-fine,text
560,5,14,Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?
561,5,11,What U.S. state borders Illinois to the north ?
562,1,1,Name a film in which Jude Law acted .
563,4,41,What is the temperature for baking Peachy Oat Muffins ?
564,1,23,What is a fear of bees ?
565,1,1,What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?
566,0,7,What is a green bog ?
567,5,14,Where did the myth of Santa Claus originate ?
568,1,14,What does a chairbound basophobic fear ?
569,5,21,What city is served by Logan International Airport ?
570,3,4,What wrestling star became `` The Incredible Hulk '' ?
571,5,14,What attracts tourists to Reims ?
572,1,29,What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?
573,1,14,What fastener did Whitcomb Judson patent in 1893 ?
574,0,7,What 's an auberge in France ?
575,3,4,Who was the star of the 1965 Broadway hit Golden Boy ?
576,5,14,Where is Procter & Gamble based in the U.S. ?
577,3,5,What army was founded by William Booth and his wife Catherine ?
578,1,28,What does ribavirin consist of ?
579,1,17,Name the soft drink that is `` number one in the sun . ''
580,5,14,What is the web address of the list of e-mail addresses of members of the House of Representatives ?
581,3,4,What was her real name ?
582,0,9,Why are the ears your center of balance ?
583,3,4,Who invented the toothbrush ?
584,1,1,What was the name of that popular song the Creeps sang ?
585,5,14,Where is the Abominable Snowman said to wander ?
586,1,23,What is a fear of being alone ?
587,4,13,How many dots make up the symbol for `` because '' ?
588,1,17,What do you get by adding Lactobacillus bulgaricus to milk ?
589,2,3,"When reading classified ads , what does EENTY : other stand for ?"
590,4,13,How many hearts does an octopus have ?
591,1,30,What plant has the largest seed ?
592,5,18,What was the only country you were allowed to drive into Israel from in 1979 ?
593,1,14,What 's approaching when a cyclist shouts : `` Oil '' ?
594,3,4,"What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?"
595,1,29,What kind of sport is often associated with hooligans ?
596,3,4,What video game hero do some of his fans call Chomper ?
597,4,13,How many holes are there in a tenpin bowling ball ?
598,1,36,What is the longest word in the English language ?
599,5,14,In What city or state do the most gay men live in ?
600,3,4,"What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?"
601,1,2,What is `` the bear of beers '' ?
602,1,14,Name the operating system that runs on IBM-compatible machines .
603,0,7,What does the name `` Justin '' mean ?
604,4,38,What percentage of the body is muscle ?
605,1,19,What color of dry wine should be served with veal roasts and chops ?
606,1,28,What is a golf ball made of ?
607,0,7,What is the Amish religion ?
608,4,25,What does an average daycare provider get paid in New England ?
609,3,5,What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?
610,3,4,Who played the Ringo Kid in the 1939 film Stagecoach ?
611,3,4,Who died 1 feet from where John F. Kennedy did ?
612,0,7,What is the `` coppertop '' battery ?
613,1,42,What sign is The Water Carrier the zodiacal symbol for ?
614,1,2,What animals do you find in the stock market ?
615,0,7,What is color ?
616,4,8,When is the site www.questions.com going to open ?
617,1,1,What did Shostakovich write for Rostropovich ?
618,3,4,What first name was Nipsy Russell given at birth ?
619,0,0,How can I get some free technical information on Electric Vehicle ?
620,3,4,Who is the youngest of the Beatles ?
621,0,0,How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?
622,0,7,What is a Jellicle Cat ?
623,5,14,Where can I find the best free evidence for debate about Russia ?
624,5,14,What is Bill Gates of Microsoft E-mail address ?
625,1,28,What is the second hardest substance ?
626,0,9,Why did several San Diego schools stop serving apples to students ?
627,5,21,What Russian city boasts the Hermitage Museum ?
628,4,8,When is Bastille Day ?
629,0,9,What makes a tornado turn ?
630,4,13,How many shots can a stock M16 hold ?
631,1,19,What two colors are you blind to if you suffer from protanopia ?
632,0,9,Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?
633,3,12,Who is Coronado ?
634,1,1,What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?
635,0,7,What is artificial intelligence ?
636,1,17,What do flatfish eat ?
637,3,4,Who was the first Holy Roman Emperor ?
638,1,14,What can I use to remove the stubborn gummed labels from some diskettes ?
639,4,8,What day of the week sees the most fatal car accidents ?
640,0,12,"What is the origin of the word , magic ?"
641,1,29,What sport do you shag flies in ?
642,0,7,What is white chocolate ?
643,5,14,Where is Trinidad ?
644,3,5,Name the organization that is presided by a Security Council .
645,3,4,"Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?"
646,1,17,What kind of wine is Spumante ?
647,3,4,Who portrayed portly criminologist Carl Hyatt on Checkmate ?
648,1,20,How do you say I love you in Spanish ?
649,0,7,What does the name Gina mean ?
650,1,26,What is the most advanced handheld calculator in the world ?
651,4,35,How fast is light ?
652,1,20,What is the belt of low pressure around the equator called ?
653,0,7,What are shooting stars ?
654,3,5,Whom did the Chicago Bulls beat in the 1993 championship ?
655,4,8,When was the first American encyclopedia published ?
656,5,14,What 's the tallest building in New York City ?
657,0,0,How is Easter Sunday 's date determined ?
658,0,12,What is the Motto for the State of Maryland ?
659,3,12,Who is Desmond Tutu ?
660,5,14,Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?
661,1,2,Name a tiger that is extinct .
662,4,13,How many quarters equal a pound ?
663,1,1,What kind of books does Fodor 's publish ?
664,3,4,"What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?"
665,4,43,What chapter of the Bible has the most verses ?
666,3,4,Who is the worst US President ever ?
667,3,4,What Asian leader was known as The Little Brown Saint ?
668,2,34,What is the abbreviated expression for the National Bureau of Investigation ?
669,4,35,How fast does the fastest car go ?
670,5,24,What is the highest mountain in the world ?
671,5,14,What arch can you see from the Place de la Concorde ?
672,3,4,Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?
673,4,27,How long should a person wash their hands before they are clean ?
674,5,14,Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?
675,5,18,Which is the wealthiest country in the world ?
676,0,0,How can I find a phone number of someone if I only know their email address ?
677,0,0,How can you contact play producers and promoters on-line ?
678,3,4,Who is the monarch of the United Kingdom ?
679,1,23,What is a fear of passing high objects ?
680,0,12,What do players try to do when the music stops in a game of musical chairs ?
681,3,4,What are the top ten most common girl names in the US ?
682,0,9,Why is black the color of mourning in the West ?
683,1,14,What is the rarest coin ?
684,1,1,What Judith Rossner novel was made into a film starring Diane Keaton ?
685,5,18,Which country is Australia 's largest export market ?
686,5,14,Where is the Kentucky Horse Park located ?
687,1,23,What is a fear of parasites ?
688,1,29,In what Olympic Games did Nadia Comaneci become popular ?
689,3,4,Who does data collection in tourism ?
690,3,4,What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?
691,5,11,What is the leading pecan and peanut growing state ?
692,0,12,What does a nihilist believe in ?
693,0,12,What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?
694,1,29,"In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?"
695,3,4,Who were the four famous founders of United Artists ?
696,1,1,What 2 statues did France give to other countries ?
697,0,7,What are amphibians ?
698,4,13,How many sperm cells are in an average ejaculation ?
699,1,26,Name the disposable razor that `` costs about 19 cents . ''
700,4,40,How far do you have to run if you hit a home run ?
701,3,4,Who was the only U.S. President to wear a Nazi uniform ?
702,3,5,Woodrow Wilson served as president of what university ?
703,5,14,Where are the tropical rain forest distributions ?
704,3,4,What 's the nickname of oddsmaker Jimmy Snyder ?
705,1,23,What is the fear of being loved ?
706,4,14,What was the number of people that Randy Steven Craft was convicted of killing ?
707,3,6,What was Queen Victoria 's title regarding India ?
708,0,0,How is a hydrogen bomb different from a nuclear bomb ?
709,4,40,How far can a man travel in outer space ?
710,5,14,Where was Lincoln assassinated ?
711,1,17,What type of food makes you fat ?
712,1,23,What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?
713,4,13,What was the U.S. highway death toll in 1969 ?
714,1,2,"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?"
715,1,1,What are the shortest and the longest songs ever produced ?
716,1,15,What letter is to the right of K on a typewriter keyboard ?
717,0,12,"What is the origin and the meaning of the name , `` Hajo ? ''"
718,1,36,What is the plural of gulf ?
719,3,4,Whose autobiography is titled Yes I Can ?
720,4,8,What year did the United States pass the Copyright law ?
721,4,38,What percentage of Americans own their homes ?
722,4,8,What 's the first day of the week ?
723,5,21,What city was President William McKinley shot in ?
724,5,21,What city has the world 's longest subway system ?
725,3,4,"Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?"
726,0,7,What is Bombay duck ?
727,4,13,How many degrees cooler is the inside of a cucumber than the air outside ?
728,3,4,What double talking `` professor '' holds a doctorate in Nothing ?
729,5,21,What are the five most expensive cities in the world ?
730,3,4,What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?
731,4,13,How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?
732,0,7,What is a virtual IP address ?
733,3,4,What was the name of the cook on Rawhide ?
734,5,14,What county is Chicago in ?
735,4,40,What is the wingspan of a condor ?
736,0,12,What facial feature typically contains about 55 hairs ?
737,3,4,"Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage ."
738,0,0,How can I transport files from one computer to another ?
739,1,20,What 's the literary term for a play on words ?
740,1,19,What color were their horses ?
741,4,25,What does an average daycare provider get paid in New England ?
742,3,4,What author landed a 468-pound marlin without harness in the early 193 's ?
743,4,13,How many Americans fought for the British in the American Revolution ?
744,1,14,What kind of education do I need to become a flight attendant ?
745,1,37,What are the two languages of Malta ?
746,4,13,How many oceans are there and name them ?
747,0,12,What happened during the Blackhawk Indian war of 1832 ?
748,4,13,How many pairs of legs does a lobster have ?
749,0,7,What does the Latin ante mortem mean ?
750,0,7,What does the name Shawn mean ?
751,5,14,Where is the Danube ?
752,3,4,"What lawyer won the largest divorce settlement , $85 million , in U.S. history for Sheika Dena Al-Farri ?"
753,1,2,What do you call a group of geese ?
754,3,4,"Who delivered his last newscast on March 6 , 1981 ?"
755,4,13,"How many times has `` Louie , Louie '' been recorded ?"
756,0,0,How is Answers.com different from KnowPost.com ?
757,5,14,What is the longest place name in the U.S. ?
758,4,38,What percent liked Thatcher after she had been in power for a decade ?
759,5,14,"Where does Buzz Aldrin want to build a permanent , manned space station ?"
760,1,1,What was Mel Gibson 's first movie ?
761,0,9,Why was the L.A. office of Shea and Gould closed ?
