id,name,description
age-and-gender-classification,Age And Gender Classification,"Age and gender classification is a dual-task of identifying the age and gender of a person from an image or video.

<span style=""color:grey; opacity: 0.6"">( Image credit: [Multi-Expert Gender Classification on Age Group by Integrating Deep Neural Networks](https://arxiv.org/pdf/1809.01990v2.pdf) )</span>"
age-and-gender-estimation,Age and Gender Estimation,Age and gender estimation is a dual-task of identifying the age via regression analysis and classification of gender of a person.
age-bias-conflicting,Age/Bias-conflicting,
age-classification,Age Classification,
age-estimation,Age Estimation,"Age Estimation is the task of estimating the age of a person from an image some other kind of data.

<span style=""color:grey; opacity: 0.6"">( Image credit: [BridgeNet](https://arxiv.org/pdf/1904.03358v1.pdf) )</span>"
age-invariant-face-recognition,Age-Invariant Face Recognition,"Age-invariant face recognition is the task of performing face recognition that is invariant to differences in age.

<span style=""color:grey; opacity: 0.6"">( Image credit: [Look Across Elapse](https://arxiv.org/pdf/1809.00338v2.pdf) )</span>"
classification-of-age-related-macular,Age-Related Macular Degeneration Classification,
age-unbiased,Age/Unbiased,
aggregate-xview3-metric,Aggregate xView3 Metric,"The aggregate xView3 metric is the combination of five metrics: object detection F1 score, close-to-shore object detection F1 score, vessel/not vessel classification F1 score, fishing/not fishing classification F1 score, and vessel length estimation percent error regression."
aggression-identification,Aggression Identification,"Develop a classifier that could make a 3-way classification in-between ‘Overtly Aggressive’, ‘Covertly Aggressive’ and ‘Non-aggressive’ text data. For this, TRAC-2 dataset of 5,000 aggression-annotated data from social media each in Bangla (in both Roman and Bangla script), Hindi (in both Roman and Devanagari script) and English for training and validation is to be used."
air-pollution-prediction,Air Pollution Prediction,
air-quality-inference,Air Quality Inference,
algorithmic-trading,Algorithmic Trading,An algorithmic trading system is a software that is used for trading in the stock market.
als-detection,ALS Detection,
alzheimer-s-disease-detection,Alzheimer's Disease Detection,
amodal-instance-segmentation,Amodal Instance Segmentation,"Different from traditional segmentation which only focuses on visible regions, amodal instance segmentation also predicts the occluded parts of object instances.  

Description Credit: [Deep Occlusion-Aware Instance Segmentation with Overlapping BiLayers, CVPR'21](https://openaccess.thecvf.com/content/CVPR2021/papers/Ke_Deep_Occlusion-Aware_Instance_Segmentation_With_Overlapping_BiLayers_CVPR_2021_paper.pdf)"
amodal-layout-estimation,Amodal Layout Estimation,"Amodal scene layout estimation involves estimating the static and dynamic portion of an urban driving scene in bird's-eye view, given a single image. The concept of ""amodal"" estimation refers to the fact that we also estimate layout of parts of the scene that are not observable in the image."
amodal-panoptic-segmentation,Amodal Panoptic Segmentation,The goal of this task is to simultaneously predict the pixel-wise semantic segmentation labels of the visible regions of stuff classes and the instance segmentation labels of both the visible and occluded regions of thing classes.
amodal-tracking,Amodal Tracking,
amr-parsing,AMR Parsing,"Each AMR is a single rooted, directed graph. AMRs include PropBank semantic roles, within-sentence coreference, named entities and types, modality, negation, questions, quantities, and so on. [See](https://amr.isi.edu/index.html)."
amr-to-text-generation,AMR-to-Text Generation,"Abstract Meaning Representation (AMR) is a directed graph of labeled concepts and relations that captures sentence semantics. The propositional meaning behind its concepts abstracts away lexical properties. AMR is tree-like in structure as it has a single root node and few children with multiple parents. The goal of **AMR-to-Text Generation** is to recover the original sentence realization given an AMR. This task can be seen as the reverse of the structured prediction found in AMR parsing.


<span class=""description-source"">Source: [AMR-to-Text Generation with Cache Transition Systems ](https://arxiv.org/abs/1912.01682)</span>"
anachronisms,Anachronisms,
analogical-questions,Analogical questions,
analogical-similarity,Analogical Similarity,
analogy-questions-bats,Analogy Questions (BATS),
analogy-questions-conceptnet-analogy,Analogy Questions (ConceptNet Analogy),
analogy-questions-google,Analogy Questions (Google),
analogy-questions-sat,Analogy Questions (SAT),
analogy-questions-sat-full,Analogy Questions (SAT full),
analogy-questions-trex-analogy,Analogy Questions (TREX Analogy),
analogy-questions-u2,Analogy Questions (U2),
analogy-questions-u4,Analogy Questions (U4),
analytic-entailment,Analytic Entailment,
anaphora-resolution,Anaphora Resolution,Resolving what expression a pronoun or a noun phrase refers to.
anatomy,Anatomy,
ancestor-descendant-prediction,Ancestor-descendant prediction,"Given two entities, make a binary prediction if they have ancestor-descendant relationship, based on existing and missing hierarchical edges in the graph."
anchor-link-prediction,Anchor link prediction,
ancient-tex-restoration,Ancient Text Restoration,"Image credit: [Restoring and attributing ancient texts using deep neural networks
](https://paperswithcode.com/paper/restoring-and-attributing-ancient-texts-using)"
android-malware-detection,Android Malware Detection,
anemia-detection,Anemia Detection,
animal-10-classification,Animal-10 Classification,
animal-action-recognition,Animal Action Recognition,"Cross-species (intra-class, inter-class) action recognition"
animal-pose-estimation,Animal Pose Estimation,"Animal pose estimation is the task of identifying the pose of an animal.

<span style=""color:grey; opacity: 0.6"">( Image credit: [Using DeepLabCut for 3D markerless pose estimation across species and behaviors](http://www.mousemotorlab.org/s/NathMathis2019.pdf) )</span>"
animated-gif-generation,Animated GIF Generation,
animation,Animation,
anime,Anime,
annotated-code-search,Annotated Code Search,Annotated code search is the retrieval of code snippets paired with brief descriptions of their intent using natural language queries.
anomaly-classification,Anomaly Classification,
anomaly-detection,Anomaly Detection,"**Anomaly Detection** is a binary classification identifying unusual or unexpected patterns in a dataset, which deviate significantly from the majority of the data. The goal of anomaly detection is to identify such anomalies, which could represent errors, fraud, or other types of unusual events, and flag them for further investigation.

[Image source]: [GAN-based Anomaly Detection in Imbalance Problems](https://paperswithcode.com/paper/gan-based-anomaly-detection-in-imbalance)"
anomaly-detection-at-30-anomaly,Anomaly Detection at 30% anomaly,Performance of unsupervised anomaly detection at specific anomaly percentage.
anomaly-detection-at-various-anomaly,Anomaly Detection at Various Anomaly Percentages,Unsupervised anomaly detection at 10% anomaly
anomaly-detection-in-edge-streams,Anomaly Detection in Edge Streams,
anomaly-detection-in-surveillance-videos,Anomaly Detection In Surveillance Videos,
anorexia-detection,Anorexia Detection,
answer-generation,Answer Generation,
answer-selection,Answer Selection,"**Answer Selection** is the task of identifying the correct answer to a question from a pool of candidate answers. This task can be formulated as a classification or a ranking problem.


<span class=""description-source"">Source: [Learning Analogy-Preserving Sentence Embeddings for Answer Selection ](https://arxiv.org/abs/1910.05315)</span>"
anxiety-detection,Anxiety Detection,Detect anxiety distress of human beings / animals
api-sequence-recommendation,API Sequence Recommendation,
approximating-betweenness-centrality-ranking,Approximating Betweenness-Centrality ranking,Betweenness-centrality is a popular measure in network analysis that aims to describe the importance of nodes in a graph. It accounts for the fraction of shortest paths passing through that node and is a key measure in many applications including community detection and network dismantling.
arabic-sentiment-analysis,Arabic Sentiment Analysis,"Arabic sentiment analysis is the process of computationally identifying and categorizing opinions expressed in a piece of arabic text, especially in order to determine whether the writer's attitude towards a particular topic, product, etc. is positive, negative, or neutral (Source: Oxford Languages)"
arabic-speech-recognition,Arabic Speech Recognition,
arabic-text-diacritization,Arabic Text Diacritization,Addition of diacritics for undiacritized arabic texts for words disambiguation.
arbitrary-conditional-density-estimation,Arbitrary Conditional Density Estimation,
argument-mining,Argument Mining,"**Argument Mining** is a field of corpus-based discourse analysis that involves the automatic identification of argumentative structures in text.


<span class=""description-source"">Source: [AMPERSAND: Argument Mining for PERSuAsive oNline Discussions ](https://arxiv.org/abs/2004.14677)</span>"
argument-pair-extraction-ape,Argument Pair Extraction (APE),Argument pair extraction (APE) aims to extract interactive argument pairs from two passages of a discussion.
argument-retrieval,Argument Retrieval,
arithmetic-reasoning,Arithmetic Reasoning,
arousal-estimation,Arousal Estimation,
arqmath2,ARQMath2,Answer Retrieval for Questions about Math v2 (2021)
